"","x"
"13151",23.5
"13152",24
"13153",24
"13154",24
"13155",24
"13156",24.5
"13157",24.5
"13158",24.5
"13159",24.5
"13160",24.5
"13161",25
"13162",24.5
"13163",24.5
"13164",25
"13165",25
"13166",25
"13167",25
"13168",24.5
"13169",24.5
"13170",24
"13171",24
"13172",24
"13173",24
"13174",24
"13175",24
"13176",24
"13177",24
"13178",24
"13179",24
"13180",23.5
"13181",23.5
"13182",23.5
"13183",23.5
"13184",23.5
"13185",23.5
"13186",23.5
"13187",23.5
"13188",23.5
"13189",23.5
"13190",23.5
"13191",23.5
"13192",23.5
"13193",23.5
"13194",23
"13195",23
"13196",23
"13197",23
"13198",23
"13199",23
"13200",23
"13201",23
"13202",23
"13203",23
"13204",23
"13205",23
"13206",22.5
"13207",23
"13208",22.5
"13209",22.5
"13210",22.5
"13211",22.5
"13212",22.5
"13213",22.5
"13214",22.5
"13215",22.5
"13216",22.5
"13217",22.5
"13218",22.5
"13219",22.5
"13220",22.5
"13221",22.5
"13222",22.5
"13223",22.5
"13224",22.5
"13225",22.5
"13226",22
"13227",22
"13228",22.5
"13229",22
"13230",22.5
"13231",22.5
"13232",22.5
"13233",22.5
"13234",22.5
"13235",23
"13236",23
"13237",23
"13238",23
"13239",23
"13240",23
"13241",23
"13242",23.5
"13243",23.5
"13244",23.5
"13245",24
"13246",24
"13247",24
"13248",24
"13249",24
"13250",24
"13251",24.5
"13252",24.5
"13253",24.5
"13254",24.5
"13255",24.5
"13256",25
"13257",25
"13258",25
"13259",25
"13260",25
"13261",25
"13262",25
"13263",25
"13264",24.5
"13265",25
"13266",25
"13267",24.5
"13268",24.5
"13269",24.5
"13270",24.5
"13271",24.5
"13272",24.5
"13273",24.5
"13274",24.5
"13275",24.5
"13276",24.5
"13277",24.5
"13278",24.5
"13279",24
"13280",24
"13281",24
"13282",24
"13283",24
"13284",24
"13285",24
"13286",24
"13287",24
"13288",24
"13289",23.5
"13290",24
"13291",24
"13292",23.5
"13293",24
"13294",23.5
"13295",23.5
"13296",23.5
"13297",23.5
"13298",23.5
"13299",23.5
"13300",23.5
"13301",23.5
"13302",23
"13303",23.5
"13304",23
"13305",23
"13306",23
"13307",23
"13308",23
"13309",23
"13310",23
"13311",23
"13312",23
"13313",22.5
"13314",22.5
"13315",22.5
"13316",22.5
"13317",22.5
"13318",22.5
"13319",22.5
"13320",22.5
"13321",22.5
"13322",22.5
"13323",22.5
"13324",22.5
"13325",22.5
"13326",22.5
"13327",22.5
"13328",22.5
"13329",22.5
"13330",22.5
"13331",22.5
"13332",22.5
"13333",22.5
"13334",22.5
"13335",22.5
"13336",22.5
"13337",22.5
"13338",22.5
"13339",22.5
"13340",23
"13341",23
"13342",23
"13343",23
"13344",23.5
"13345",23.5
"13346",23.5
"13347",23.5
"13348",24
"13349",24
"13350",24
"13351",24
"13352",24
"13353",24.5
"13354",24.5
"13355",24.5
"13356",24.5
"13357",24.5
"13358",24.5
"13359",24.5
"13360",24.5
"13361",24.5
"13362",24.5
"13363",24.5
"13364",24.5
"13365",24.5
"13366",24
"13367",24
"13368",24.5
"13369",24
"13370",24
"13371",24
"13372",24
"13373",24
"13374",24
"13375",24
"13376",24
"13377",24
"13378",24
"13379",23.5
"13380",23.5
"13381",23.5
"13382",23.5
"13383",23.5
"13384",23.5
"13385",23.5
"13386",23.5
"13387",23.5
"13388",23.5
"13389",23.5
"13390",23.5
"13391",23.5
"13392",23.5
"13393",23
"13394",23
"13395",23
"13396",23
"13397",23
"13398",23
"13399",23
"13400",23
"13401",23
"13402",23
"13403",23
"13404",23
"13405",22.5
"13406",22.5
"13407",22.5
"13408",22.5
"13409",22.5
"13410",22.5
"13411",22
"13412",22
"13413",22
"13414",22
"13415",22
"13416",22
"13417",22
"13418",21.5
"13419",21.5
"13420",21.5
"13421",21.5
"13422",21.5
"13423",21.5
"13424",21.5
"13425",22
"13426",22
"13427",22.5
"13428",22.5
"13429",23
"13430",23
"13431",23
"13432",23
"13433",23.5
"13434",23.5
"13435",23.5
"13436",23.5
"13437",23.5
"13438",24
"13439",23.5
"13440",24
"13441",24
"13442",23
"13443",22.5
"13444",23
"13445",24
"13446",24
"13447",24
"13448",24
"13449",24.5
"13450",24.5
"13451",24.5
"13452",24.5
"13453",25
"13454",25
"13455",25
"13456",25
"13457",25
"13458",25
"13459",24.5
"13460",24.5
"13461",24.5
"13462",24.5
"13463",24.5
"13464",24.5
"13465",24.5
"13466",24.5
"13467",24.5
"13468",24.5
"13469",24.5
"13470",24.5
"13471",24.5
"13472",24.5
"13473",24.5
"13474",24.5
"13475",24.5
"13476",24.5
"13477",24.5
"13478",24
"13479",24
"13480",24
"13481",24
"13482",24
"13483",24
"13484",24
"13485",24
"13486",24
"13487",24
"13488",24
"13489",23.5
"13490",23.5
"13491",24
"13492",24
"13493",23.5
"13494",23.5
"13495",23.5
"13496",23.5
"13497",23.5
"13498",23.5
"13499",23.5
"13500",23.5
"13501",23.5
"13502",23.5
"13503",23.5
"13504",23.5
"13505",23.5
"13506",23.5
"13507",23
"13508",23
"13509",23
"13510",23
"13511",23
"13512",23
"13513",23
"13514",22.5
"13515",22.5
"13516",23
"13517",22.5
"13518",22.5
"13519",23
"13520",23
"13521",23
"13522",23
"13523",23
"13524",22
"13525",22.5
"13526",22
"13527",21.5
"13528",22
"13529",22
"13530",23
"13531",23
"13532",23.5
"13533",23.5
"13534",24
"13535",22
"13536",21.5
"13537",22.5
"13538",23
"13539",23
"13540",23.5
"13541",23.5
"13542",24
"13543",23.5
"13544",24
"13545",24
"13546",24
"13547",24
"13548",24
"13549",23.5
"13550",23.5
"13551",23.5
"13552",23.5
"13553",23.5
"13554",23.5
"13555",23.5
"13556",23.5
"13557",23.5
"13558",23.5
"13559",23.5
"13560",24
"13561",23.5
"13562",24
"13563",23.5
"13564",24
"13565",23.5
"13566",24
"13567",24
"13568",24
"13569",24
"13570",24
"13571",24
"13572",24
"13573",24
"13574",24
"13575",24
"13576",24
"13577",24
"13578",24
"13579",24
"13580",24
"13581",24
"13582",24
"13583",24
"13584",24
"13585",24
"13586",24
"13587",24
"13588",24
"13589",24
"13590",24
"13591",24
"13592",24
"13593",24
"13594",24
"13595",24
"13596",24
"13597",24
"13598",24
"13599",24
"13600",24
"13601",24
"13602",24
"13603",24
"13604",24
"13605",24
"13606",24
"13607",24
"13608",24
"13609",23.5
"13610",23
"13611",23
"13612",23
"13613",23
"13614",23
"13615",23
"13616",23
"13617",23.5
"13618",23.5
"13619",23.5
"13620",23.5
"13621",23.5
"13622",23.5
"13623",23.5
"13624",23.5
"13625",24
"13626",24
"13627",24
"13628",24
"13629",24.5
"13630",24.5
"13631",24.5
"13632",24.5
"13633",24.5
"13634",24.5
"13635",24.5
"13636",24.5
"13637",24.5
"13638",24.5
"13639",24.5
"13640",24
"13641",24
"13642",24
"13643",24
"13644",24
"13645",24
"13646",23.5
"13647",23.5
"13648",23.5
"13649",23.5
"13650",23.5
"13651",23.5
"13652",23.5
"13653",23.5
"13654",23.5
"13655",23.5
"13656",23.5
"13657",23.5
"13658",23.5
"13659",23.5
"13660",23.5
"13661",23.5
"13662",23.5
"13663",23.5
"13664",23.5
"13665",23.5
"13666",23.5
"13667",23.5
"13668",23.5
"13669",23.5
"13670",23.5
"13671",23.5
"13672",23.5
"13673",23.5
"13674",23.5
"13675",23.5
"13676",23.5
"13677",23.5
"13678",23.5
"13679",23.5
"13680",23.5
"13681",23.5
"13682",23.5
"13683",23.5
"13684",23.5
"13685",23.5
"13686",23.5
"13687",23.5
"13688",23.5
"13689",23.5
"13690",23.5
"13691",23.5
"13692",23.5
"13693",23.5
"13694",23
"13695",23
"13696",23
"13697",23.5
"13698",23
"13699",23
"13700",23
"13701",23
"13702",23
"13703",23
"13704",22
"13705",22
"13706",22
"13707",22
"13708",22
"13709",22
"13710",22
"13711",22
"13712",22
"13713",22
"13714",22
"13715",22
"13716",22
"13717",22.5
"13718",22.5
"13719",22.5
"13720",22.5
"13721",22.5
"13722",22.5
"13723",22.5
"13724",22.5
"13725",22.5
"13726",23
"13727",23
"13728",23
"13729",22.5
"13730",22.5
"13731",22.5
"13732",22.5
"13733",23
"13734",23.5
"13735",23.5
"13736",23.5
"13737",23.5
"13738",23.5
"13739",24
"13740",23.5
"13741",23.5
"13742",23.5
"13743",23.5
"13744",23
"13745",23
"13746",23
"13747",23
"13748",23
"13749",23
"13750",23
"13751",23
"13752",23
"13753",23
"13754",23
"13755",23
"13756",23
"13757",23
"13758",23
"13759",23
"13760",23
"13761",23
"13762",23
"13763",23.5
"13764",23
"13765",23
"13766",23
"13767",23
"13768",23
"13769",23
"13770",23
"13771",23
"13772",23
"13773",23
"13774",23
"13775",23
"13776",23
"13777",23
"13778",23
"13779",23
"13780",23
"13781",23
"13782",23
"13783",23
"13784",22.5
"13785",22.5
"13786",22.5
"13787",23
"13788",22.5
"13789",22.5
"13790",22.5
"13791",22.5
"13792",22.5
"13793",22.5
"13794",22.5
"13795",22.5
"13796",22.5
"13797",22.5
"13798",22.5
"13799",22.5
"13800",22.5
"13801",22
"13802",22
"13803",22
"13804",22
"13805",22.5
"13806",22.5
"13807",22.5
"13808",22.5
"13809",22.5
"13810",23
"13811",23
"13812",23.5
"13813",23.5
"13814",23.5
"13815",23.5
"13816",24
"13817",24
"13818",24
"13819",24
"13820",24
"13821",23.5
"13822",23.5
"13823",23.5
"13824",23.5
"13825",23.5
"13826",23.5
"13827",23.5
"13828",23.5
"13829",23.5
"13830",23.5
"13831",23.5
"13832",23
"13833",23
"13834",23
"13835",23
"13836",23.5
"13837",23.5
"13838",23
"13839",23
"13840",23
"13841",23
"13842",23
"13843",23
"13844",23
"13845",23
"13846",23
"13847",23
"13848",23
"13849",23
"13850",23
"13851",23
"13852",23
"13853",23
"13854",23
"13855",23
"13856",23
"13857",23
"13858",23
"13859",23
"13860",23
"13861",23
"13862",23
"13863",23
"13864",23
"13865",23
"13866",23
"13867",23
"13868",23.5
"13869",23
"13870",23
"13871",23.5
"13872",23
"13873",23
"13874",23
"13875",23
"13876",23
"13877",23
"13878",23
"13879",23
"13880",23
"13881",23
"13882",23
"13883",23
"13884",23
"13885",23
"13886",23
"13887",23
"13888",23
"13889",23
"13890",22.5
"13891",22.5
"13892",23
"13893",22.5
"13894",22.5
"13895",22.5
"13896",22.5
"13897",22.5
"13898",22.5
"13899",22.5
"13900",22.5
"13901",22.5
"13902",22.5
"13903",22.5
"13904",23
"13905",23
"13906",23
"13907",23
"13908",23.5
"13909",23
"13910",23.5
"13911",23.5
"13912",23.5
"13913",24
"13914",24
"13915",24
"13916",24
"13917",24
"13918",24
"13919",24.5
"13920",24.5
"13921",24.5
"13922",24.5
"13923",24.5
"13924",24.5
"13925",25
"13926",25
"13927",25
"13928",25
"13929",25
"13930",25
"13931",25
"13932",25
"13933",25
"13934",25
"13935",25
"13936",25
"13937",25
"13938",24.5
"13939",24.5
"13940",24.5
"13941",24.5
"13942",24.5
"13943",24.5
"13944",24.5
"13945",24
"13946",24
"13947",24
"13948",24
"13949",24
"13950",24
"13951",24
"13952",24
"13953",24
"13954",24
"13955",24
"13956",24
"13957",24
"13958",24
"13959",24
"13960",24
"13961",23.5
"13962",23.5
"13963",23.5
"13964",23.5
"13965",23.5
"13966",23.5
"13967",23.5
"13968",23.5
"13969",23.5
"13970",23.5
"13971",23.5
"13972",23.5
"13973",23.5
"13974",23.5
"13975",23
"13976",23
"13977",23.5
"13978",23.5
"13979",23
"13980",23
"13981",23
"13982",23
"13983",23
"13984",23
"13985",23
"13986",23
"13987",23
"13988",23
"13989",23
"13990",23
"13991",23
"13992",23
"13993",23
"13994",23
"13995",22.5
"13996",23
"13997",23
"13998",23
"13999",23
"14000",23
"14001",23
"14002",23
"14003",23
"14004",23.5
"14005",23.5
"14006",23.5
"14007",23.5
"14008",23.5
"14009",23.5
"14010",24
"14011",24
"14012",24
"14013",24
"14014",24.5
"14015",24.5
"14016",24.5
"14017",24.5
"14018",24.5
"14019",24.5
"14020",25
"14021",25
"14022",25
"14023",25
"14024",25
"14025",25.5
"14026",25
"14027",25
"14028",25.5
"14029",25.5
"14030",25.5
"14031",25.5
"14032",25
"14033",25.5
"14034",25.5
"14035",25
"14036",25
"14037",25
"14038",25
"14039",25
"14040",25
"14041",25.5
"14042",25
"14043",25
"14044",25
"14045",25
"14046",25
"14047",24.5
"14048",25
"14049",24.5
"14050",24.5
"14051",24.5
"14052",24.5
"14053",24.5
"14054",24.5
"14055",24.5
"14056",24.5
"14057",24.5
"14058",24.5
"14059",24
"14060",24.5
"14061",24
"14062",24.5
"14063",24
"14064",24
"14065",24
"14066",24
"14067",24
"14068",24
"14069",24
"14070",24
"14071",24
"14072",24
"14073",24
"14074",24
"14075",24
"14076",24
"14077",23.5
"14078",23.5
"14079",23.5
"14080",23.5
"14081",24
"14082",23.5
"14083",23.5
"14084",23.5
"14085",23.5
"14086",23.5
"14087",23.5
"14088",23.5
"14089",23
"14090",23
"14091",23
"14092",22.5
"14093",22.5
"14094",22.5
"14095",22.5
"14096",22.5
"14097",22.5
"14098",22.5
"14099",22.5
"14100",22.5
"14101",23
"14102",23
"14103",23.5
"14104",23.5
"14105",24
"14106",23.5
"14107",23.5
"14108",23
"14109",23.5
"14110",23.5
"14111",23.5
"14112",23.5
"14113",23
"14114",23.5
"14115",23.5
"14116",23.5
"14117",22.5
"14118",22
"14119",21.5
"14120",22
"14121",22
"14122",21.5
"14123",21.5
"14124",21.5
"14125",21.5
"14126",21.5
"14127",21.5
"14128",22
"14129",21.5
"14130",22
"14131",21.5
"14132",21.5
"14133",22
"14134",22.5
"14135",22.5
"14136",22.5
"14137",22.5
"14138",23
"14139",23
"14140",23
"14141",23.5
"14142",23.5
"14143",23.5
"14144",23.5
"14145",23.5
"14146",23.5
"14147",23.5
"14148",23.5
"14149",23.5
"14150",23.5
"14151",24
"14152",24
"14153",23.5
"14154",24
"14155",23.5
"14156",23.5
"14157",24
"14158",24
"14159",23.5
"14160",24
"14161",24
"14162",23.5
"14163",23.5
"14164",23.5
"14165",23.5
"14166",23.5
"14167",24
"14168",23.5
"14169",23.5
"14170",23.5
"14171",23.5
"14172",23.5
"14173",23.5
"14174",23.5
"14175",23.5
"14176",23.5
"14177",23.5
"14178",23.5
"14179",23.5
"14180",23.5
"14181",23.5
"14182",23.5
"14183",23.5
"14184",22.5
"14185",21.5
"14186",22
"14187",22.5
"14188",22.5
"14189",22.5
"14190",22.5
"14191",22.5
"14192",21.5
"14193",22.5
"14194",23
"14195",23
"14196",22
"14197",23
"14198",23.5
"14199",24
"14200",22.5
"14201",23.5
"14202",24
"14203",24.5
"14204",23.5
"14205",24
"14206",24.5
"14207",24.5
"14208",24
"14209",24.5
"14210",24.5
"14211",24.5
"14212",24.5
"14213",24.5
"14214",24.5
"14215",25
"14216",25
"14217",25
"14218",25
"14219",24.5
"14220",24.5
"14221",24.5
"14222",24.5
"14223",24
"14224",24
"14225",23.5
"14226",23.5
"14227",23.5
"14228",23.5
"14229",23.5
"14230",24
"14231",24
"14232",24
"14233",24
"14234",24
"14235",24
"14236",24
"14237",24
"14238",24
"14239",24
"14240",24
"14241",24
"14242",24
"14243",24
"14244",24
"14245",24
"14246",24
"14247",24
"14248",24
"14249",24
"14250",24
"14251",24
"14252",24
"14253",24
"14254",24
"14255",24
"14256",24
"14257",24
"14258",24
"14259",24
"14260",24
"14261",24
"14262",24
"14263",24
"14264",24
"14265",23.5
"14266",24
"14267",24
"14268",23.5
"14269",23.5
"14270",23.5
"14271",24
"14272",24
"14273",23.5
"14274",23.5
"14275",23.5
"14276",23.5
"14277",23.5
"14278",23.5
"14279",23.5
"14280",22.5
"14281",22
"14282",22.5
"14283",22.5
"14284",22.5
"14285",23
"14286",23
"14287",22.5
"14288",22.5
"14289",21.5
"14290",22
"14291",22
"14292",21.5
"14293",21.5
"14294",21.5
"14295",22
"14296",22.5
"14297",23
"14298",23.5
"14299",23.5
"14300",23.5
"14301",23.5
"14302",23.5
"14303",23.5
"14304",23.5
"14305",24
"14306",24
"14307",24
"14308",23.5
"14309",24
"14310",24.5
"14311",25
"14312",25.5
"14313",25.5
"14314",26
"14315",26
"14316",26
"14317",24.5
"14318",23
"14319",22.5
"14320",22.5
"14321",22.5
"14322",22
"14323",22
"14324",21.5
"14325",22
"14326",22.5
"14327",22.5
"14328",23
"14329",23
"14330",23
"14331",23.5
"14332",23.5
"14333",23.5
"14334",23.5
"14335",23.5
"14336",23.5
"14337",23.5
"14338",23.5
"14339",23.5
"14340",24
"14341",24
"14342",24
"14343",24
"14344",24
"14345",24
"14346",24
"14347",24
"14348",24
"14349",23.5
"14350",24
"14351",23.5
"14352",23.5
"14353",23.5
"14354",23.5
"14355",23.5
"14356",23.5
"14357",23.5
"14358",23.5
"14359",23.5
"14360",23.5
"14361",23.5
"14362",23.5
"14363",23.5
"14364",23.5
"14365",23.5
"14366",23.5
"14367",23.5
"14368",23.5
"14369",23.5
"14370",23.5
"14371",23.5
"14372",23
"14373",23
"14374",23
"14375",23
"14376",22.5
"14377",22
"14378",22
"14379",22
"14380",22
"14381",22
"14382",22.5
"14383",22.5
"14384",23
"14385",22
"14386",22
"14387",22
"14388",22
"14389",22.5
"14390",23
"14391",23
"14392",23.5
"14393",23.5
"14394",23.5
"14395",23.5
"14396",23.5
"14397",23.5
"14398",23.5
"14399",23.5
"14400",23.5
"14401",23.5
"14402",23.5
"14403",23.5
"14404",23.5
"14405",23.5
"14406",23.5
"14407",23.5
"14408",23
"14409",23
"14410",23
"14411",23
"14412",23
"14413",23
"14414",23.5
"14415",23
"14416",23.5
"14417",23.5
"14418",23
"14419",23
"14420",23
"14421",23.5
"14422",23
"14423",23
"14424",23
"14425",23.5
"14426",23.5
"14427",23.5
"14428",23.5
"14429",23.5
"14430",23.5
"14431",23.5
"14432",24
"14433",23.5
"14434",24
"14435",23.5
"14436",23.5
"14437",24
"14438",24
"14439",24
"14440",24
"14441",24
"14442",23.5
"14443",24
"14444",24
"14445",24
"14446",24
"14447",23.5
"14448",23.5
"14449",24
"14450",23.5
"14451",24
"14452",23.5
"14453",23.5
"14454",23.5
"14455",23.5
"14456",23.5
"14457",23.5
"14458",23.5
"14459",24
"14460",23.5
"14461",23.5
"14462",23.5
"14463",23.5
"14464",23.5
"14465",24
"14466",24
"14467",24
"14468",23.5
"14469",23.5
"14470",23.5
"14471",23.5
"14472",22.5
"14473",22
"14474",22.5
"14475",23
"14476",23
"14477",23
"14478",23
"14479",22
"14480",22.5
"14481",22.5
"14482",22
"14483",22
"14484",22.5
"14485",23
"14486",23
"14487",23
"14488",23
"14489",23
"14490",23.5
"14491",23
"14492",23
"14493",23
"14494",23
"14495",23
"14496",23
"14497",23
"14498",23
"14499",23
"14500",23.5
"14501",23.5
"14502",23.5
"14503",23.5
"14504",24
"14505",23.5
"14506",24
"14507",23.5
"14508",23.5
"14509",23.5
"14510",23.5
"14511",23.5
"14512",23.5
"14513",23.5
"14514",23.5
"14515",23.5
"14516",23.5
"14517",23.5
"14518",23.5
"14519",23.5
"14520",24
"14521",24
"14522",24
"14523",24
"14524",24
"14525",24
"14526",24
"14527",24
"14528",24
"14529",24
"14530",24
"14531",24
"14532",24
"14533",24
"14534",24
"14535",24
"14536",24
"14537",24
"14538",24
"14539",24
"14540",24
"14541",24
"14542",24
"14543",24
"14544",24
"14545",24
"14546",24
"14547",24
"14548",24
"14549",23.5
"14550",24
"14551",24
"14552",24
"14553",23.5
"14554",23.5
"14555",24
"14556",23.5
"14557",24
"14558",24
"14559",24
"14560",23.5
"14561",24
"14562",23.5
"14563",23.5
"14564",23.5
"14565",23.5
"14566",23.5
"14567",23.5
"14568",23.5
"14569",23.5
"14570",23.5
"14571",23.5
"14572",23.5
"14573",23.5
"14574",23.5
"14575",24
"14576",24
"14577",24
"14578",24
"14579",24
"14580",24
"14581",24
"14582",24
"14583",24.5
"14584",24.5
"14585",24.5
"14586",24.5
"14587",25
"14588",25
"14589",25
"14590",25.5
"14591",25
"14592",25.5
"14593",25.5
"14594",25.5
"14595",25.5
"14596",25.5
"14597",25.5
"14598",26
"14599",26
"14600",26
"14601",26
"14602",26
"14603",26
"14604",26
"14605",26
"14606",26
"14607",26
"14608",26
"14609",26
"14610",26
"14611",26
"14612",26
"14613",26
"14614",26
"14615",26
"14616",26
"14617",25.5
"14618",25.5
"14619",25.5
"14620",25.5
"14621",25.5
"14622",25.5
"14623",25.5
"14624",25.5
"14625",25.5
"14626",25.5
"14627",25.5
"14628",25.5
"14629",25.5
"14630",25.5
"14631",25.5
"14632",25
"14633",25
"14634",25
"14635",25
"14636",25
"14637",25
"14638",25
"14639",25
"14640",25
"14641",25
"14642",25
"14643",25
"14644",25
"14645",25
"14646",24.5
"14647",24.5
"14648",24.5
"14649",25
"14650",24.5
"14651",24.5
"14652",24.5
"14653",24.5
"14654",24.5
"14655",24.5
"14656",24.5
"14657",24.5
"14658",24.5
"14659",24.5
"14660",24.5
"14661",24.5
"14662",24.5
"14663",24.5
"14664",24.5
"14665",24.5
"14666",24.5
"14667",24.5
"14668",24.5
"14669",24.5
"14670",24.5
"14671",24.5
"14672",24.5
"14673",24.5
"14674",24.5
"14675",24.5
"14676",24.5
"14677",24.5
"14678",24.5
"14679",24
"14680",24.5
"14681",24.5
"14682",24.5
"14683",24.5
"14684",24.5
"14685",24.5
"14686",24.5
"14687",24.5
"14688",24.5
"14689",24.5
"14690",24.5
"14691",24.5
"14692",24.5
"14693",24.5
"14694",24.5
"14695",24.5
"14696",24.5
"14697",24.5
"14698",24.5
"14699",24.5
"14700",25
"14701",25
"14702",25
"14703",25
"14704",25
"14705",25
"14706",25
"14707",25
"14708",25
"14709",25
"14710",25
"14711",25
"14712",25
"14713",25
"14714",25
"14715",25
"14716",25
"14717",25
"14718",25
"14719",25
"14720",25
"14721",25
"14722",25
"14723",24.5
"14724",24.5
"14725",24.5
"14726",24.5
"14727",24.5
"14728",24.5
"14729",24.5
"14730",24.5
"14731",24.5
"14732",24.5
"14733",24
"14734",24
"14735",24.5
"14736",24
"14737",24
"14738",24
"14739",24
"14740",24
"14741",24
"14742",24
"14743",24
"14744",24
"14745",24
"14746",24
"14747",23.5
"14748",24
"14749",23.5
"14750",23.5
"14751",23.5
"14752",23.5
"14753",23.5
"14754",23.5
"14755",23.5
"14756",23.5
"14757",23.5
"14758",23.5
"14759",23.5
"14760",23.5
"14761",23.5
"14762",23
"14763",23
"14764",22.5
"14765",22.5
"14766",22
"14767",22
"14768",22
"14769",21.5
"14770",21.5
"14771",21.5
"14772",22
"14773",22
"14774",22
"14775",22.5
"14776",22.5
"14777",22.5
"14778",22.5
"14779",22.5
"14780",23
"14781",23
"14782",23
"14783",23
"14784",23
"14785",23
"14786",23
"14787",23
"14788",23
"14789",23
"14790",23
"14791",23
"14792",23
"14793",23
"14794",23
"14795",23.5
"14796",23.5
"14797",23.5
"14798",23
"14799",23
"14800",23
"14801",23
"14802",23
"14803",23
"14804",23
"14805",22.5
"14806",23
"14807",23
"14808",23
"14809",23
"14810",23
"14811",23
"14812",23
"14813",23
"14814",23
"14815",23
"14816",23
"14817",23
"14818",23
"14819",23
"14820",23
"14821",23
"14822",23
"14823",23
"14824",23
"14825",23
"14826",22.5
"14827",22.5
"14828",22.5
"14829",22.5
"14830",22.5
"14831",22.5
"14832",22.5
"14833",22.5
"14834",22.5
"14835",22.5
"14836",22.5
"14837",22.5
"14838",22.5
"14839",22.5
"14840",22.5
"14841",22.5
"14842",22.5
"14843",22.5
"14844",22.5
"14845",22.5
"14846",22.5
"14847",22.5
"14848",22
"14849",22
"14850",22
"14851",22
"14852",22
"14853",22
"14854",22
"14855",22
"14856",22
"14857",21.5
"14858",21.5
"14859",21.5
"14860",21.5
"14861",21.5
"14862",21.5
"14863",21.5
"14864",21.5
"14865",21.5
"14866",22
"14867",22
"14868",22
"14869",22.5
"14870",22.5
"14871",23
"14872",23
"14873",23
"14874",23
"14875",23.5
"14876",23.5
"14877",23.5
"14878",23.5
"14879",23.5
"14880",24
"14881",23.5
"14882",23.5
"14883",23.5
"14884",23
"14885",22.5
"14886",23
"14887",23.5
"14888",23
"14889",23
"14890",23.5
"14891",23.5
"14892",23.5
"14893",23.5
"14894",23.5
"14895",23.5
"14896",23.5
"14897",23.5
"14898",23.5
