"","x"
"11148",22.5
"11149",22.5
"11150",22.5
"11151",22.5
"11152",22
"11153",22
"11154",22
"11155",22
"11156",21.5
"11157",21.5
"11158",22
"11159",22
"11160",21.5
"11161",22
"11162",22
"11163",22
"11164",22
"11165",22
"11166",21.5
"11167",21.5
"11168",21.5
"11169",21.5
"11170",21.5
"11171",21.5
"11172",21.5
"11173",21.5
"11174",21.5
"11175",21.5
"11176",21.5
"11177",21.5
"11178",21.5
"11179",21.5
"11180",21.5
"11181",21.5
"11182",21.5
"11183",21
"11184",21
"11185",21
"11186",21
"11187",21
"11188",21
"11189",21
"11190",21
"11191",21
"11192",21
"11193",21
"11194",21
"11195",21
"11196",21
"11197",21
"11198",20.5
"11199",21
"11200",21
"11201",21
"11202",21
"11203",21
"11204",20.5
"11205",20.5
"11206",20.5
"11207",20.5
"11208",20.5
"11209",20.5
"11210",20.5
"11211",20.5
"11212",20.5
"11213",20.5
"11214",20.5
"11215",20.5
"11216",20.5
"11217",20.5
"11218",20.5
"11219",20.5
"11220",20.5
"11221",20.5
"11222",20.5
"11223",20.5
"11224",20.5
"11225",20.5
"11226",20.5
"11227",20.5
"11228",20.5
"11229",20.5
"11230",20.5
"11231",21
"11232",21
"11233",20.5
"11234",21
"11235",21
"11236",21
"11237",21
"11238",21
"11239",21
"11240",21
"11241",21
"11242",21
"11243",21
"11244",21
"11245",21
"11246",21
"11247",21
"11248",21
"11249",21
"11250",21
"11251",21
"11252",21
"11253",21
"11254",21
"11255",21
"11256",21
"11257",21
"11258",21
"11259",21
"11260",21
"11261",21
"11262",21
"11263",21
"11264",21
"11265",20.5
"11266",21
"11267",20.5
"11268",20.5
"11269",20.5
"11270",20.5
"11271",20.5
"11272",20.5
"11273",20.5
"11274",20.5
"11275",20.5
"11276",20.5
"11277",20.5
"11278",20.5
"11279",20.5
"11280",20.5
"11281",20.5
"11282",20.5
"11283",20.5
"11284",20.5
"11285",20
"11286",20.5
"11287",20
"11288",20
"11289",20
"11290",20
"11291",20
"11292",20
"11293",20
"11294",20
"11295",20
"11296",20
"11297",20
"11298",20
"11299",20
"11300",20
"11301",20
"11302",20
"11303",20
"11304",20
"11305",20
"11306",20
"11307",20
"11308",20
"11309",19.5
"11310",19.5
"11311",20
"11312",20
"11313",20
"11314",19.5
"11315",20
"11316",20
"11317",20
"11318",20
"11319",20
"11320",20
"11321",20
"11322",20
"11323",20
"11324",20
"11325",20
"11326",20
"11327",20
"11328",20.5
"11329",20.5
"11330",20.5
"11331",20.5
"11332",20.5
"11333",20.5
"11334",20.5
"11335",21
"11336",21
"11337",21
"11338",21
"11339",21
"11340",21
"11341",21.5
"11342",21.5
"11343",21.5
"11344",21.5
"11345",21.5
"11346",21
"11347",21.5
"11348",21.5
"11349",21.5
"11350",21.5
"11351",21.5
"11352",21
"11353",21
"11354",21
"11355",21
"11356",21
"11357",21
"11358",21
"11359",21
"11360",21
"11361",20.5
"11362",21
"11363",20.5
"11364",20.5
"11365",20.5
"11366",20.5
"11367",20.5
"11368",20.5
"11369",20.5
"11370",20.5
"11371",20.5
"11372",20.5
"11373",20
"11374",20
"11375",20
"11376",20
"11377",20
"11378",20
"11379",20
"11380",20
"11381",20
"11382",20
"11383",20
"11384",20
"11385",20
"11386",20
"11387",20
"11388",20
"11389",20
"11390",20
"11391",19.5
"11392",19.5
"11393",19.5
"11394",19.5
"11395",19.5
"11396",19.5
"11397",19.5
"11398",19.5
"11399",19.5
"11400",19.5
"11401",19.5
"11402",19.5
"11403",19.5
"11404",19.5
"11405",19.5
"11406",19.5
"11407",19.5
"11408",19.5
"11409",19.5
"11410",20
"11411",21
"11412",21.5
"11413",21.5
"11414",22
"11415",22
"11416",22.5
"11417",22.5
"11418",22.5
"11419",23
"11420",23
"11421",23
"11422",23
"11423",23
"11424",23
"11425",23.5
"11426",23.5
"11427",23.5
"11428",24
"11429",24
"11430",24.5
"11431",24.5
"11432",24.5
"11433",24.5
"11434",24.5
"11435",24.5
"11436",24.5
"11437",24.5
"11438",24.5
"11439",24.5
"11440",24
"11441",24
"11442",24
"11443",23.5
"11444",23.5
"11445",23.5
"11446",23.5
"11447",23.5
"11448",23
"11449",23
"11450",23
"11451",23
"11452",23
"11453",23
"11454",23
"11455",23
"11456",22.5
"11457",22.5
"11458",22.5
"11459",22.5
"11460",22.5
"11461",22.5
"11462",22.5
"11463",22.5
"11464",22.5
"11465",22
"11466",22.5
"11467",22
"11468",22
"11469",22
"11470",22
"11471",22
"11472",22
"11473",22
"11474",22
"11475",22
"11476",21.5
"11477",21.5
"11478",21.5
"11479",21.5
"11480",21.5
"11481",21.5
"11482",21.5
"11483",21.5
"11484",21.5
"11485",21.5
"11486",21.5
"11487",21.5
"11488",21.5
"11489",21
"11490",21
"11491",21
"11492",21
"11493",21
"11494",21
"11495",21
"11496",21
"11497",21
"11498",21.5
"11499",21.5
"11500",21.5
"11501",21.5
"11502",21.5
"11503",21.5
"11504",21.5
"11505",21.5
"11506",21.5
"11507",21.5
"11508",22
"11509",22
"11510",22
"11511",22.5
"11512",22.5
"11513",22.5
"11514",22.5
"11515",23
"11516",23
"11517",23
"11518",23.5
"11519",23.5
"11520",24
"11521",24
"11522",24.5
"11523",24.5
"11524",24.5
"11525",25
"11526",25
"11527",24.5
"11528",24.5
"11529",24.5
"11530",24
"11531",24
"11532",24
"11533",24
"11534",24
"11535",23.5
"11536",23.5
"11537",23.5
"11538",23.5
"11539",23.5
"11540",23.5
"11541",23
"11542",23
"11543",23
"11544",23
"11545",23
"11546",23
"11547",23
"11548",23
"11549",23
"11550",23
"11551",23
"11552",23
"11553",23
"11554",23
"11555",23
"11556",23
"11557",22.5
"11558",22.5
"11559",22.5
"11560",22.5
"11561",22.5
"11562",22.5
"11563",22.5
"11564",22
"11565",22
"11566",22
"11567",22
"11568",22
"11569",22
"11570",22
"11571",22
"11572",22
"11573",22
"11574",22
"11575",22
"11576",21.5
"11577",21.5
"11578",21.5
"11579",21.5
"11580",21.5
"11581",21.5
"11582",21.5
"11583",21.5
"11584",21.5
"11585",21.5
"11586",21.5
"11587",21.5
"11588",21.5
"11589",21
"11590",21.5
"11591",21
"11592",21.5
"11593",21.5
"11594",21.5
"11595",21.5
"11596",21.5
"11597",21.5
"11598",21.5
"11599",21.5
"11600",21.5
"11601",21.5
"11602",21.5
"11603",21.5
"11604",21.5
"11605",21.5
"11606",21.5
"11607",21.5
"11608",21.5
"11609",22
"11610",22
"11611",22
"11612",22
"11613",22
"11614",22.5
"11615",22.5
"11616",23
"11617",23.5
"11618",23.5
"11619",23.5
"11620",23.5
"11621",23.5
"11622",23.5
"11623",23.5
"11624",23.5
"11625",24
"11626",23.5
"11627",24
"11628",23.5
"11629",23.5
"11630",23.5
"11631",23.5
"11632",23.5
"11633",23.5
"11634",23.5
"11635",23.5
"11636",23
"11637",23
"11638",23
"11639",23
"11640",23
"11641",23
"11642",22.5
"11643",23
"11644",22.5
"11645",22.5
"11646",22.5
"11647",22.5
"11648",22.5
"11649",22.5
"11650",22.5
"11651",22
"11652",22.5
"11653",22
"11654",22
"11655",22
"11656",22
"11657",22
"11658",22
"11659",22
"11660",21.5
"11661",21.5
"11662",21.5
"11663",21.5
"11664",21.5
"11665",21.5
"11666",21.5
"11667",21.5
"11668",21.5
"11669",21.5
"11670",21.5
"11671",21
"11672",21
"11673",21.5
"11674",21.5
"11675",21
"11676",21
"11677",21
"11678",21
"11679",21
"11680",21
"11681",21
"11682",21
"11683",21
"11684",21
"11685",21
"11686",21
"11687",20.5
"11688",21
"11689",21
"11690",21
"11691",21.5
"11692",21.5
"11693",21.5
"11694",21.5
"11695",21.5
"11696",21.5
"11697",21.5
"11698",21
"11699",21
"11700",21.5
"11701",21.5
"11702",22
"11703",22
"11704",22
"11705",22.5
"11706",22.5
"11707",22.5
"11708",22.5
"11709",23
"11710",24
"11711",25
"11712",25.5
"11713",24.5
"11714",24
"11715",24
"11716",23.5
"11717",23.5
"11718",23.5
"11719",24
"11720",24
"11721",24
"11722",23.5
"11723",23.5
"11724",23.5
"11725",23
"11726",22.5
"11727",22.5
"11728",22.5
"11729",22.5
"11730",22
"11731",22
"11732",22
"11733",22
"11734",22
"11735",22
"11736",22
"11737",22
"11738",22
"11739",22
"11740",22
"11741",21.5
"11742",22
"11743",22
"11744",21.5
"11745",21.5
"11746",21.5
"11747",21.5
"11748",21.5
"11749",21.5
"11750",21.5
"11751",21.5
"11752",21.5
"11753",21.5
"11754",21.5
"11755",21
"11756",21.5
"11757",21
"11758",21
"11759",21
"11760",21
"11761",21
"11762",21
"11763",21
"11764",21
"11765",21
"11766",21
"11767",21
"11768",21
"11769",20.5
"11770",20.5
"11771",20.5
"11772",20.5
"11773",20.5
"11774",20.5
"11775",20.5
"11776",20.5
"11777",20.5
"11778",20.5
"11779",20.5
"11780",20.5
"11781",20.5
"11782",20
"11783",20
"11784",20
"11785",20.5
"11786",20.5
"11787",21
"11788",21
"11789",21
"11790",21.5
"11791",22
"11792",22
"11793",22.5
"11794",22.5
"11795",22.5
"11796",23
"11797",23
"11798",23
"11799",23.5
"11800",23.5
"11801",24
"11802",24
"11803",24
"11804",24.5
"11805",24.5
"11806",25
"11807",25
"11808",25
"11809",24.5
"11810",24.5
"11811",24.5
"11812",24.5
"11813",24
"11814",24
"11815",24
"11816",24
"11817",24
"11818",24
"11819",24
"11820",24
"11821",24
"11822",23.5
"11823",23.5
"11824",23.5
"11825",23.5
"11826",23.5
"11827",23.5
"11828",23
"11829",23
"11830",23
"11831",23
"11832",23.5
"11833",23.5
"11834",23.5
"11835",23.5
"11836",23.5
"11837",23.5
"11838",23.5
"11839",23.5
"11840",23.5
"11841",23
"11842",23.5
"11843",23.5
"11844",23
"11845",23.5
"11846",23
"11847",23.5
"11848",23
"11849",23
"11850",23
"11851",23
"11852",23
"11853",23
"11854",23
"11855",23
"11856",23
"11857",23
"11858",23
"11859",23
"11860",23
"11861",22.5
"11862",23
"11863",23
"11864",23
"11865",23
"11866",23
"11867",22.5
"11868",23
"11869",23
"11870",23
"11871",23
"11872",22.5
"11873",23
"11874",23
"11875",22.5
"11876",22.5
"11877",22.5
"11878",22.5
"11879",22.5
"11880",22.5
"11881",22.5
"11882",22.5
"11883",22.5
"11884",22.5
"11885",22.5
"11886",22.5
"11887",22.5
"11888",22.5
"11889",22.5
"11890",22.5
"11891",22.5
"11892",22.5
"11893",22.5
"11894",22.5
"11895",22.5
"11896",22.5
"11897",23
"11898",23
"11899",23
"11900",23
"11901",23
"11902",23.5
"11903",23.5
"11904",23.5
"11905",23.5
"11906",23.5
"11907",23.5
"11908",23.5
"11909",23.5
"11910",23.5
"11911",23.5
"11912",23.5
"11913",23.5
"11914",23
"11915",23.5
"11916",23.5
"11917",23.5
"11918",23
"11919",23.5
"11920",23.5
"11921",23.5
"11922",23.5
"11923",23.5
"11924",23
"11925",23
"11926",23.5
"11927",23
"11928",23
"11929",23
"11930",23
"11931",23
"11932",23
"11933",23
"11934",23
"11935",23
"11936",22.5
"11937",22.5
"11938",22.5
"11939",22.5
"11940",22.5
"11941",22.5
"11942",22.5
"11943",22.5
"11944",22.5
"11945",22.5
"11946",22.5
"11947",22
"11948",22
"11949",22
"11950",22
"11951",22
"11952",22.5
"11953",22
"11954",22
"11955",22
"11956",22
"11957",22
"11958",22
"11959",22
"11960",22
"11961",21.5
"11962",21.5
"11963",22
"11964",21.5
"11965",21.5
"11966",21.5
"11967",21.5
"11968",21.5
"11969",21.5
"11970",21.5
"11971",21.5
"11972",21.5
"11973",21.5
"11974",21
"11975",21.5
"11976",21
"11977",21.5
"11978",21
"11979",21
"11980",21
"11981",21
"11982",21
"11983",21
"11984",21.5
"11985",21.5
"11986",21.5
"11987",21.5
"11988",22
"11989",22
"11990",22
"11991",22
"11992",22
"11993",22.5
"11994",22.5
"11995",22.5
"11996",22.5
"11997",22.5
"11998",23
"11999",23
"12000",23
"12001",23
"12002",23.5
"12003",23.5
"12004",23.5
"12005",23.5
"12006",23.5
"12007",24
"12008",24
"12009",24
"12010",24
"12011",24
"12012",24
"12013",24
"12014",24.5
"12015",24.5
"12016",24.5
"12017",24.5
"12018",24.5
"12019",24.5
"12020",24
"12021",24
"12022",24.5
"12023",24
"12024",24
"12025",24
"12026",24
"12027",24
"12028",24
"12029",24
"12030",24
"12031",24
"12032",24
"12033",23.5
"12034",23.5
"12035",23.5
"12036",23.5
"12037",23.5
"12038",23.5
"12039",23.5
"12040",23.5
"12041",23
"12042",23
"12043",23
"12044",23
"12045",23
"12046",22.5
"12047",22.5
"12048",22.5
"12049",22.5
"12050",22.5
"12051",22.5
"12052",22
"12053",22
"12054",22
"12055",22
"12056",22
"12057",21.5
"12058",22
"12059",21.5
"12060",21.5
"12061",21.5
"12062",21.5
"12063",21.5
"12064",21.5
"12065",21.5
"12066",21
"12067",21
"12068",21
"12069",21
"12070",21
"12071",21
"12072",21
"12073",21
"12074",21.5
"12075",21.5
"12076",21.5
"12077",21.5
"12078",21.5
"12079",21
"12080",21
"12081",21
"12082",21
"12083",21
"12084",21
"12085",21
"12086",21
"12087",21
"12088",21
"12089",21
"12090",21
"12091",21.5
"12092",21
"12093",21.5
"12094",21.5
"12095",22
"12096",22
"12097",22
"12098",22.5
"12099",22.5
"12100",22.5
"12101",23
"12102",23
"12103",23
"12104",23
"12105",22.5
"12106",23
"12107",23
"12108",22.5
"12109",23
"12110",22.5
"12111",22.5
"12112",22.5
"12113",22.5
"12114",22.5
"12115",22.5
"12116",22.5
"12117",22.5
"12118",22
"12119",22.5
"12120",22
"12121",22
"12122",22
"12123",22
"12124",22
"12125",22
"12126",22
"12127",22
"12128",22
"12129",21.5
"12130",22
"12131",21.5
"12132",21.5
"12133",21.5
"12134",21.5
"12135",21.5
"12136",21.5
"12137",21
"12138",21.5
"12139",21
"12140",21
"12141",21
"12142",21
"12143",21
"12144",21
"12145",21
"12146",21
"12147",21
"12148",21
"12149",21
"12150",21
"12151",20.5
"12152",20.5
"12153",20.5
"12154",20.5
"12155",20.5
"12156",20.5
"12157",20.5
"12158",20.5
"12159",20.5
"12160",20.5
"12161",20
"12162",20
"12163",20
"12164",20
"12165",20
"12166",20
"12167",19.5
"12168",20
"12169",21
"12170",21
"12171",21
"12172",21.5
"12173",21.5
"12174",21.5
"12175",21.5
"12176",21.5
"12177",21.5
"12178",21.5
"12179",22
"12180",22
"12181",22.5
"12182",22.5
"12183",22.5
"12184",23
"12185",22.5
"12186",22.5
"12187",22.5
"12188",22.5
"12189",22.5
"12190",22.5
"12191",22.5
"12192",23
"12193",22.5
"12194",22.5
"12195",23
"12196",22.5
"12197",23
"12198",23
"12199",23
"12200",23
"12201",23
"12202",23.5
"12203",23.5
"12204",23.5
"12205",23.5
"12206",24
"12207",24
"12208",23.5
"12209",23.5
"12210",23.5
"12211",23
"12212",23
"12213",23
"12214",23
"12215",22.5
"12216",22.5
"12217",22.5
"12218",22.5
"12219",22.5
"12220",22.5
"12221",22.5
"12222",22.5
"12223",22.5
"12224",22
"12225",22
"12226",22
"12227",22
"12228",22
"12229",22
"12230",22
"12231",22
"12232",22
"12233",22
"12234",21.5
"12235",21.5
"12236",21.5
"12237",21.5
"12238",21.5
"12239",21.5
"12240",21.5
"12241",21.5
"12242",21.5
"12243",21.5
"12244",21.5
"12245",21.5
"12246",21
"12247",21
"12248",21
"12249",21
"12250",21
"12251",21
"12252",21
"12253",21
"12254",21
"12255",21
"12256",21
"12257",21
"12258",21
"12259",21
"12260",21
"12261",20.5
"12262",21
"12263",21
"12264",21
"12265",21
"12266",21.5
"12267",21.5
"12268",21.5
"12269",21.5
"12270",21
"12271",21
"12272",21
"12273",21.5
"12274",21.5
"12275",22
"12276",22
"12277",22
"12278",22.5
"12279",22.5
"12280",22.5
"12281",22.5
"12282",22.5
"12283",23
"12284",23
"12285",23
"12286",23.5
"12287",23.5
"12288",23
"12289",23
"12290",23
"12291",23
"12292",23
"12293",23
"12294",23
"12295",23.5
"12296",23
"12297",23.5
"12298",23.5
"12299",23.5
"12300",23.5
"12301",23.5
"12302",24
"12303",23.5
"12304",24
"12305",23.5
"12306",23.5
"12307",23.5
"12308",23.5
"12309",23
"12310",23
"12311",23
"12312",23
"12313",23
"12314",23
"12315",23
"12316",22.5
"12317",22.5
"12318",22.5
"12319",22.5
"12320",22.5
"12321",22.5
"12322",22.5
"12323",22
"12324",22
"12325",22
"12326",22
"12327",22
"12328",22
"12329",22
"12330",21.5
"12331",22
"12332",21.5
"12333",21.5
"12334",21.5
"12335",21.5
"12336",21.5
"12337",21.5
"12338",21.5
"12339",21
"12340",21
"12341",21.5
"12342",21
"12343",21
"12344",21
"12345",21
"12346",21
"12347",21
"12348",21
"12349",21
"12350",21
"12351",21
"12352",21
"12353",21
"12354",21
"12355",21
"12356",21
"12357",20.5
"12358",20.5
"12359",20.5
"12360",21
"12361",21
"12362",21.5
"12363",21.5
"12364",21.5
"12365",21.5
"12366",21
"12367",21
"12368",21
"12369",21.5
"12370",21.5
"12371",21.5
"12372",22
"12373",21.5
"12374",22
"12375",21.5
"12376",22
"12377",22
"12378",22
"12379",22
"12380",22
"12381",22
"12382",22
"12383",22
"12384",22.5
"12385",22.5
"12386",22.5
"12387",22.5
"12388",22.5
"12389",22.5
"12390",23
"12391",23
"12392",23
"12393",23
"12394",23
"12395",23
"12396",23
"12397",23
"12398",23
"12399",23
"12400",23
"12401",23
"12402",23
"12403",23
"12404",23
"12405",22.5
"12406",22.5
"12407",22.5
"12408",22.5
"12409",22.5
"12410",22.5
"12411",22.5
"12412",22.5
"12413",22.5
"12414",22.5
"12415",22
"12416",22
"12417",22
"12418",22
"12419",22
"12420",22
"12421",21.5
"12422",21.5
"12423",21.5
"12424",21.5
"12425",21.5
"12426",21.5
"12427",21.5
"12428",21.5
"12429",21.5
"12430",21
"12431",21
"12432",21
"12433",21
"12434",21
"12435",21
"12436",21
"12437",21
"12438",21
"12439",21
"12440",21
"12441",20.5
"12442",20.5
"12443",20.5
"12444",20.5
"12445",20.5
"12446",20.5
"12447",20.5
"12448",20.5
"12449",20.5
"12450",20.5
"12451",20
"12452",20.5
"12453",20.5
"12454",20.5
"12455",20
"12456",20.5
"12457",21
"12458",21.5
"12459",21.5
"12460",21.5
"12461",21.5
"12462",21
"12463",21
"12464",21
"12465",21
"12466",21.5
"12467",21.5
"12468",21.5
"12469",22
"12470",22
"12471",22
"12472",22
"12473",22
"12474",22
"12475",22.5
"12476",22
"12477",22
"12478",22
"12479",22.5
"12480",22.5
"12481",22.5
"12482",22.5
"12483",22.5
"12484",22.5
"12485",22.5
"12486",22.5
"12487",22.5
"12488",23
"12489",23
"12490",23
"12491",23
"12492",23
"12493",23
"12494",23
"12495",23
"12496",23
"12497",23
"12498",22.5
"12499",22.5
"12500",22.5
"12501",22.5
"12502",22.5
"12503",22.5
"12504",22
"12505",22
"12506",22
"12507",22.5
"12508",22
"12509",22
"12510",22
"12511",22
"12512",21.5
"12513",21.5
"12514",21.5
"12515",21.5
"12516",21.5
"12517",21.5
"12518",21.5
"12519",21.5
"12520",21.5
"12521",21
"12522",21
"12523",21
"12524",21
"12525",21
"12526",21
"12527",21
"12528",21
"12529",20.5
"12530",21
"12531",20.5
"12532",21
"12533",20.5
"12534",20.5
"12535",20.5
"12536",20.5
"12537",20.5
"12538",20.5
"12539",20.5
"12540",20.5
"12541",20.5
"12542",20.5
"12543",20.5
"12544",20
"12545",20
"12546",20
"12547",20
"12548",20
"12549",20
"12550",20
"12551",20
"12552",20
"12553",20
"12554",20
"12555",20
"12556",20
"12557",20
"12558",20
"12559",20
"12560",20
"12561",20
"12562",20
"12563",20
"12564",20
"12565",20
"12566",20.5
"12567",20.5
"12568",20.5
"12569",20.5
"12570",20.5
"12571",20.5
"12572",20.5
"12573",20.5
"12574",20.5
"12575",20.5
"12576",20.5
"12577",21
"12578",21
"12579",21
"12580",21
"12581",21
"12582",21
"12583",21.5
"12584",21.5
"12585",21.5
"12586",21.5
"12587",21.5
"12588",21.5
"12589",22
"12590",21.5
"12591",21.5
"12592",21.5
"12593",21.5
"12594",21.5
"12595",21.5
"12596",21
"12597",21.5
"12598",21.5
"12599",21
"12600",21
"12601",21
"12602",21
"12603",21
"12604",21
"12605",21
"12606",21
"12607",20.5
"12608",20.5
"12609",20.5
"12610",20.5
"12611",20.5
"12612",20.5
"12613",20.5
"12614",20.5
"12615",20.5
"12616",20.5
"12617",20.5
"12618",20
"12619",20
"12620",20
"12621",20
"12622",20
"12623",20
"12624",20
"12625",20
"12626",20
"12627",20
"12628",19.5
"12629",20
"12630",20
"12631",19.5
"12632",19.5
"12633",19.5
"12634",19.5
"12635",19.5
"12636",19.5
"12637",19.5
"12638",19.5
"12639",19.5
"12640",19.5
"12641",19
"12642",19
"12643",19
"12644",19
"12645",19
"12646",19
"12647",19
"12648",19
"12649",19
"12650",19
"12651",19
"12652",19
"12653",19
"12654",19
"12655",19
"12656",19
"12657",19
"12658",19.5
"12659",19.5
"12660",19.5
"12661",19.5
"12662",19.5
"12663",19.5
"12664",20
"12665",20
"12666",20
"12667",20
"12668",20.5
"12669",20.5
"12670",20.5
"12671",20.5
"12672",20.5
"12673",20.5
"12674",20.5
"12675",21
"12676",21
"12677",21
"12678",21
"12679",21
"12680",21
"12681",21
"12682",21.5
"12683",21.5
"12684",21.5
"12685",21.5
"12686",21.5
"12687",21.5
"12688",21
"12689",21
"12690",21.5
"12691",21.5
"12692",21
"12693",21
"12694",21
"12695",21
"12696",21
"12697",21
"12698",21
"12699",21
"12700",21
"12701",21
"12702",21
"12703",20.5
"12704",20.5
"12705",20.5
"12706",20.5
"12707",20.5
"12708",20.5
"12709",20.5
"12710",20.5
"12711",20.5
"12712",20
"12713",20
"12714",20
"12715",20
"12716",20
"12717",20
"12718",20
"12719",20
"12720",20
"12721",20
"12722",19.5
"12723",20
"12724",20
"12725",19.5
"12726",19.5
"12727",19.5
"12728",19.5
"12729",19.5
"12730",19.5
"12731",19.5
"12732",19.5
"12733",19.5
"12734",19.5
"12735",19.5
"12736",19.5
"12737",19.5
"12738",19
"12739",19
"12740",19
"12741",19
"12742",19
"12743",19
"12744",19
"12745",19
"12746",19
"12747",19
"12748",19
"12749",19
"12750",19
"12751",19
"12752",19
"12753",19.5
"12754",19.5
"12755",20
"12756",22
"12757",22.5
"12758",22
"12759",22
"12760",22
"12761",22
"12762",22
"12763",22
"12764",22
"12765",22
"12766",22
"12767",21.5
"12768",21.5
"12769",22
"12770",22
"12771",22
"12772",22
"12773",22.5
"12774",22.5
"12775",22.5
"12776",23
"12777",23
"12778",23
"12779",23
"12780",23
"12781",23
"12782",23
"12783",23
"12784",23
"12785",23
"12786",23
"12787",23
"12788",22.5
"12789",22.5
"12790",22.5
"12791",22.5
"12792",22.5
"12793",22.5
"12794",22.5
"12795",22.5
"12796",22
"12797",22
"12798",22
"12799",22
"12800",22
"12801",22
"12802",22
"12803",22
"12804",21.5
"12805",21.5
"12806",22
"12807",21.5
"12808",21.5
"12809",21.5
"12810",21
"12811",21.5
"12812",21
"12813",21
"12814",21
"12815",21
"12816",21
"12817",21
"12818",21
"12819",21
"12820",21
"12821",21
"12822",21
"12823",21
"12824",21
"12825",21
"12826",20.5
"12827",21
"12828",20.5
"12829",20.5
"12830",20.5
"12831",20.5
"12832",20.5
"12833",20.5
"12834",20
"12835",20.5
"12836",20
"12837",20.5
"12838",20
"12839",20
"12840",20.5
"12841",21
"12842",21.5
"12843",21.5
"12844",21.5
"12845",21.5
"12846",21.5
"12847",21.5
"12848",21
"12849",21
"12850",21
"12851",21
"12852",21
"12853",21.5
"12854",21.5
"12855",21.5
"12856",21.5
"12857",21.5
"12858",21.5
"12859",21.5
"12860",22
"12861",21.5
"12862",21.5
"12863",21.5
"12864",21.5
"12865",21
"12866",21.5
"12867",21
"12868",21.5
"12869",21.5
"12870",21.5
"12871",22.5
"12872",23
"12873",24
"12874",24
"12875",23.5
"12876",23
"12877",23
"12878",23
"12879",23
"12880",23
"12881",23
"12882",22.5
"12883",22.5
"12884",22.5
"12885",22.5
"12886",22.5
"12887",22.5
"12888",22.5
"12889",22.5
"12890",22.5
"12891",22
"12892",22
"12893",22
"12894",22
"12895",22
"12896",22
"12897",22
"12898",22
"12899",22
"12900",21.5
"12901",21.5
"12902",21.5
"12903",21.5
"12904",21.5
"12905",21.5
"12906",21.5
"12907",21.5
"12908",21
"12909",21.5
"12910",21
"12911",21
"12912",21
"12913",21
"12914",21
"12915",21
"12916",21
"12917",21
"12918",21
"12919",21
"12920",21
"12921",21
"12922",20.5
"12923",20.5
"12924",20.5
"12925",20.5
"12926",20.5
"12927",20.5
"12928",20.5
"12929",20.5
"12930",20.5
"12931",20.5
"12932",20.5
"12933",20.5
"12934",20.5
"12935",20.5
"12936",20.5
"12937",21
"12938",21.5
"12939",21.5
"12940",21.5
"12941",21.5
"12942",21.5
"12943",21.5
"12944",21.5
"12945",21.5
"12946",21.5
"12947",21.5
"12948",22
"12949",22
"12950",22
"12951",22.5
"12952",22
"12953",22.5
"12954",22.5
"12955",22.5
"12956",22.5
"12957",22.5
"12958",22.5
"12959",22.5
"12960",23
"12961",23
"12962",23
"12963",22.5
"12964",22.5
"12965",22
"12966",22.5
"12967",22.5
"12968",23
"12969",22
"12970",23
"12971",22.5
"12972",22.5
"12973",23
"12974",22.5
"12975",23
"12976",22
"12977",22.5
"12978",23
"12979",23
"12980",23
"12981",23
"12982",23
"12983",23
"12984",23
"12985",23
"12986",23
"12987",23
"12988",22.5
"12989",23
"12990",22.5
"12991",22.5
"12992",22.5
"12993",22.5
"12994",22.5
"12995",22.5
"12996",22.5
"12997",22.5
"12998",22.5
"12999",22
"13000",22
"13001",22
"13002",22
"13003",22
"13004",22
"13005",22
"13006",22
"13007",21.5
"13008",21.5
"13009",21.5
"13010",21.5
"13011",21.5
"13012",21
"13013",21.5
"13014",21
"13015",21
"13016",21
"13017",21
"13018",21
"13019",21
"13020",20.5
"13021",20.5
"13022",20.5
"13023",20.5
"13024",20.5
"13025",20.5
"13026",20.5
"13027",20.5
"13028",20
"13029",20.5
"13030",20.5
"13031",20
"13032",20
"13033",20
"13034",20
"13035",20
"13036",20
"13037",20
"13038",20
"13039",20
"13040",20
"13041",20
"13042",20.5
"13043",21
"13044",21
"13045",21.5
"13046",22
"13047",22
"13048",22
"13049",22
"13050",22
"13051",22.5
"13052",22.5
"13053",22.5
"13054",23
"13055",23
"13056",23
"13057",23
"13058",23
"13059",23
"13060",23.5
"13061",23.5
"13062",24
"13063",24.5
"13064",24.5
"13065",24.5
"13066",24
"13067",24
"13068",24
"13069",24
"13070",24
"13071",23.5
"13072",24
"13073",23.5
"13074",23.5
"13075",23.5
"13076",23.5
"13077",23.5
"13078",23.5
"13079",23.5
"13080",23
"13081",23
"13082",23.5
"13083",23
"13084",23
"13085",23
"13086",23
"13087",23
"13088",23
"13089",23
"13090",23
"13091",23
"13092",23
"13093",23
"13094",22.5
"13095",23
"13096",22.5
"13097",22.5
"13098",22.5
"13099",22.5
"13100",22.5
"13101",22.5
"13102",22.5
"13103",22.5
"13104",22.5
"13105",22.5
"13106",22.5
"13107",22.5
"13108",22
"13109",22
"13110",22
"13111",22
"13112",22
"13113",22
"13114",22
"13115",22
"13116",22
"13117",22
"13118",22
"13119",21.5
"13120",21.5
"13121",21.5
"13122",21.5
"13123",21.5
"13124",21.5
"13125",21.5
"13126",21.5
"13127",21.5
"13128",21.5
"13129",22
"13130",22
"13131",22
"13132",22
"13133",21.5
"13134",21.5
"13135",22
"13136",22
"13137",22
"13138",22
"13139",22
"13140",22
"13141",22.5
"13142",22.5
"13143",22.5
"13144",22.5
"13145",22.5
"13146",23
"13147",23
"13148",23
"13149",23.5
"13150",23.5
